Route_ID,Driving Time (min) Optimal,Driving Distance (mile) Optimal,Driving Time (min) Manual,Driving Distance (mile) Manual,Percentage of DRT,Percentage of Swing,Number of Stops,Route Optimal,Route Manual,DATE,HF_DIVISION_NAME,HF_SITE_NAME,HF_ADDRESS_LINE1,HF_ADDRESS_LINE2,HF_ADDRESS_CITY,HF_ADDRESS_STATE,HF_ADDRESS_POSTAL_CODE,DF_FACILITY_NAME,DF_ADDRESS_LINE1,DF_ADDRESS_LINE2,DF_ADDRESS_CITY,DF_ADDRESS_STATE,DF_ADDRESS_POSTAL_CODE,Time Benefit,Distance Benefit,Benefit
1326_5/20/2024,4.282130879158069,143.07293527710704,4.2864433078642685,143.24543242535503,100.0,0.0,6.0,"[['Haul', 'Stop 3', 'LF1', 'Stop 3', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Stop 6', 'LF1', 'Stop 6', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Stop 6', 'LF1', 'Stop 6', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]",5/20/2024,Arlington HL,Republic Services of Arlington,1212 Harrison Avenue,,Arlington,TX,76011.0,GRAND PRAIRIE,1102 Macarthur Blvd,00,Grand Prairie,TX,75050.0,0.004312428706199967,0.17249714824799867,0.0
1340_8/26/2024,2.655620277177854,81.01337277332678,2.762882791543757,85.3038733479629,100.0,0.0,7.0,"[['Haul', 'Stop 3', 'LF1', 'Stop 3', 'Stop 7', 'LF1', 'Stop 7', 'Stop 6', 'LF1', 'Stop 6', 'Stop 2', 'LF1', 'Stop 2', 'Stop 1', 'LF1', 'Stop 1', 'Stop 5', 'LF1', 'Stop 5', 'Stop 4', 'LF1', 'Stop 4', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Stop 6', 'LF1', 'Stop 6', 'Stop 7', 'LF1', 'Stop 7', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]",8/26/2024,Baltimore HL,"Republic Services of Baltimore, Allied Waste Division",260 W Dickman Street,,Baltimore,MD,21230.0,USA WASTE/ANNAPOLIS JUNCTION,8077 Brock Bridge Rd,00,Jessup,MD,20794.0,0.10726251436590317,4.290500574636127,0.0
2709_4/1/2025,6.889474527731314,251.89146051639278,6.975508774021051,255.33283036798227,100.0,0.0,7.0,"[['Haul', 'Stop 6', 'LF1', 'Stop 6', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 7', 'LF1', 'Stop 7', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Stop 6', 'LF1', 'Stop 6', 'Stop 7', 'LF1', 'Stop 7', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]",4/1/2025,Greenville HL (SC),"Republic Services of South Carolina, Fennell Container Division",684 Maudlin Road,,Greenville,SC,29607.0,Cherokee TS,192 Lamuels Road,00,Gaffney,SC,29341.0,0.08603424628973766,3.441369851589485,0.0
2249_2/4/2025,4.7266994249456085,161.77666402040066,4.635166942832295,158.11536473586813,85.71,14.29,7.0,"[['Haul', 'Stop 7', 'LF1', 'Stop 3', 'LF1', 'Stop 3', 'Stop 4', 'LF1', 'Stop 4', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 6', 'LF1', 'Stop 6', 'Stop 5', 'LF1', 'Stop 5', 'Haul'], ['Haul', 'SWG', 'LF1', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Stop 6', 'LF1', 'Stop 6', 'Stop 7', 'LF1', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'SWG', 'LF1', 'Haul']]",2/4/2025,Winder HL,Republic Services of Georgia,51 Patrick Mill Rd,,Winder,GA,30680.0,"UWL, Inc Landfill",5691 S. Richland Creek Road,00,Buford,GA,30518.0,-0.09153248211331366,-3.6612992845325323,1.0
3241_7/17/2024,3.5755294104467334,113.5285671362803,3.6507403519901414,116.53700479801668,100.0,0.0,8.0,"[['Haul', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 1', 'LF1', 'Stop 1', 'Stop 8', 'LF1', 'Stop 8', 'Stop 6', 'LF1', 'Stop 6', 'Stop 7', 'LF1', 'Stop 7', 'Stop 5', 'LF1', 'Stop 5', 'Stop 4', 'LF1', 'Stop 4', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Stop 6', 'LF1', 'Stop 6', 'Stop 7', 'LF1', 'Stop 7', 'Stop 8', 'LF1', 'Stop 8', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]",7/17/2024,Winder HL,Republic Services of Georgia,51 Patrick Mill Rd,,Winder,GA,30680.0,"UWL, Inc Landfill",5691 S. Richland Creek Road,00,Buford,GA,30518.0,0.0752109415434079,3.00843766173638,0.0
5230_7/26/2024,3.5623014985385075,123.11352329219702,3.661233924644629,127.07082033644181,100.0,0.0,6.0,"[['Haul', 'Stop 4', 'LF1', 'Stop 4', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 5', 'LF1', 'Stop 5', 'Stop 1', 'LF1', 'Stop 1', 'Stop 6', 'LF1', 'Stop 6', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Stop 6', 'LF1', 'Stop 6', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]",7/26/2024,Winder HL,Republic Services of Georgia,51 Patrick Mill Rd,,Winder,GA,30680.0,"UWL, Inc Landfill",5691 S. Richland Creek Road,00,Buford,GA,30518.0,0.09893242610612152,3.957297044244797,0.0
5335_10/18/2024,2.7283583927251236,74.04218649142774,2.7283583927251236,74.04218649142774,0.0,100.0,11.0,"[['Haul', 'Stop 1', 'LF1', 'Stop 8', 'LF1', 'Stop 6', 'LF1', 'Stop 7', 'LF1', 'Stop 9', 'LF1', 'Stop 2', 'LF1', 'Stop 10', 'LF1', 'Stop 11', 'LF1', 'Stop 5', 'LF1', 'Stop 3', 'LF1', 'Stop 4', 'LF1', 'Haul'], ['Haul', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 2', 'LF1', 'Stop 3', 'LF1', 'Stop 4', 'LF1', 'Stop 5', 'LF1', 'Stop 6', 'LF1', 'Stop 7', 'LF1', 'Stop 8', 'LF1', 'Stop 9', 'LF1', 'Stop 10', 'LF1', 'Stop 11', 'LF1', 'Haul'], ['Haul', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'Haul']]",10/18/2024,Birmingham HL,"Republic Services of Birmingham, Allied Waste Division",3950 50th Street South West,,Birmingham,AL,35221.0,Pineview Landfill,2730 BRYAN RD,00,DORA,AL,35062.0,0.0,0.0,1.0
2335_1/7/2025,2.529643172478793,75.24128649807199,2.52198009686772,74.93476347362906,8.33,91.67,12.0,"[['Haul', 'Stop 2', 'LF1', 'Stop 9', 'LF1', 'Stop 7', 'LF1', 'Stop 8', 'LF1', 'Stop 10', 'LF1', 'Stop 3', 'LF1', 'Stop 11', 'LF1', 'Stop 12', 'LF1', 'Stop 6', 'LF1', 'Stop 4', 'LF1', 'Stop 5', 'LF1', 'Stop 1', 'LF1', 'Stop 1', 'Haul'], ['Haul', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'DRT', 'LF1', 'DRT', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 3', 'LF1', 'Stop 4', 'LF1', 'Stop 5', 'LF1', 'Stop 6', 'LF1', 'Stop 7', 'LF1', 'Stop 8', 'LF1', 'Stop 9', 'LF1', 'Stop 10', 'LF1', 'Stop 11', 'LF1', 'Stop 12', 'LF1', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'Haul']]",1/7/2025,Birmingham HL,"Republic Services of Birmingham, Allied Waste Division",3950 50th Street South West,,Birmingham,AL,35221.0,Pineview Landfill,2730 BRYAN RD,00,DORA,AL,35062.0,-0.007663075611072934,-0.30652302444292445,1.0
3335_8/14/2024,2.577908386011279,74.04218649142774,2.577908386011279,74.04218649142774,0.0,100.0,11.0,"[['Haul', 'Stop 1', 'LF1', 'Stop 8', 'LF1', 'Stop 6', 'LF1', 'Stop 7', 'LF1', 'Stop 9', 'LF1', 'Stop 2', 'LF1', 'Stop 10', 'LF1', 'Stop 11', 'LF1', 'Stop 5', 'LF1', 'Stop 3', 'LF1', 'Stop 4', 'LF1', 'Haul'], ['Haul', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 2', 'LF1', 'Stop 3', 'LF1', 'Stop 4', 'LF1', 'Stop 5', 'LF1', 'Stop 6', 'LF1', 'Stop 7', 'LF1', 'Stop 8', 'LF1', 'Stop 9', 'LF1', 'Stop 10', 'LF1', 'Stop 11', 'LF1', 'Haul'], ['Haul', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'Haul']]",8/14/2024,Birmingham HL,"Republic Services of Birmingham, Allied Waste Division",3950 50th Street South West,,Birmingham,AL,35221.0,Pineview Landfill,2730 BRYAN RD,00,DORA,AL,35062.0,0.0,0.0,1.0
2335_6/4/2024,2.6972282976923467,74.04218649142774,2.6972282976923467,74.04218649142774,0.0,100.0,11.0,"[['Haul', 'Stop 1', 'LF1', 'Stop 8', 'LF1', 'Stop 6', 'LF1', 'Stop 7', 'LF1', 'Stop 9', 'LF1', 'Stop 2', 'LF1', 'Stop 10', 'LF1', 'Stop 11', 'LF1', 'Stop 5', 'LF1', 'Stop 3', 'LF1', 'Stop 4', 'LF1', 'Haul'], ['Haul', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 2', 'LF1', 'Stop 3', 'LF1', 'Stop 4', 'LF1', 'Stop 5', 'LF1', 'Stop 6', 'LF1', 'Stop 7', 'LF1', 'Stop 8', 'LF1', 'Stop 9', 'LF1', 'Stop 10', 'LF1', 'Stop 11', 'LF1', 'Haul'], ['Haul', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'Haul']]",6/4/2024,Birmingham HL,"Republic Services of Birmingham, Allied Waste Division",3950 50th Street South West,,Birmingham,AL,35221.0,Pineview Landfill,2730 BRYAN RD,00,DORA,AL,35062.0,0.0,0.0,1.0
1361_3/17/2025,5.811846449657192,211.07797251923228,5.818321694839802,211.33698232653663,100.0,0.0,6.0,"[['Haul', 'Stop 3', 'LF1', 'Stop 3', 'Stop 4', 'LF1', 'Stop 4', 'Stop 2', 'LF1', 'Stop 2', 'Stop 6', 'LF1', 'Stop 6', 'Stop 1', 'LF1', 'Stop 1', 'Stop 5', 'LF1', 'Stop 5', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Stop 6', 'LF1', 'Stop 6', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]",3/17/2025,Chattanooga HL,"Republic Services of Chattanooga, Allied Waste Division",1018 East 38th Street,,Chattanooga,TN,37407.0,SCOTTSBORO LANDFILL,650 County Rd 412,00,Hollywood,AL,35752.0,0.006475245182609335,0.2590098073043521,0.0
2244_12/10/2024,4.129643899532065,145.4366681539475,4.236039313265584,149.6924847032883,100.0,0.0,9.0,"[['Haul', 'Stop 6', 'LF1', 'Stop 6', 'Stop 7', 'LF1', 'Stop 7', 'Stop 8', 'LF1', 'Stop 8', 'Stop 9', 'LF1', 'Stop 9', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Stop 2', 'LF1', 'Stop 2', 'Stop 1', 'LF1', 'Stop 1', 'Stop 3', 'LF1', 'Stop 3', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Stop 6', 'LF1', 'Stop 6', 'Stop 7', 'LF1', 'Stop 7', 'Stop 8', 'LF1', 'Stop 8', 'Stop 9', 'LF1', 'Stop 9', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]",12/10/2024,Winder HL,Republic Services of Georgia,51 Patrick Mill Rd,,Winder,GA,30680.0,"UWL, Inc Landfill",5691 S. Richland Creek Road,00,Buford,GA,30518.0,0.1063954137335199,4.255816549340807,0.0
5244_7/19/2024,5.434732165565936,196.55554392552216,5.5049847702377885,199.3656481123962,87.5,12.5,8.0,"[['Haul', 'Stop 6', 'LF1', 'Haul', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 5', 'LF1', 'Stop 5', 'Stop 7', 'LF1', 'Stop 7', 'Stop 8', 'LF1', 'Stop 8', 'Stop 4', 'LF1', 'Stop 4', 'Stop 3', 'LF1', 'Stop 3', 'Haul'], ['Haul', 'SWG', 'LF1', 'Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Stop 6', 'LF1', 'Haul', 'Stop 7', 'LF1', 'Stop 7', 'Stop 8', 'LF1', 'Stop 8', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'SWG', 'LF1', 'Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]",7/19/2024,Winder HL,Republic Services of Georgia,51 Patrick Mill Rd,,Winder,GA,30680.0,"UWL, Inc Landfill",5691 S. Richland Creek Road,00,Buford,GA,30518.0,0.07025260467185124,2.8101041868740424,0.0
6346_10/26/2024,2.2896228889472274,69.88582460486407,3.8875558055164836,133.80314126763437,66.67,33.33,6.0,"[['Haul', 'Stop 1', 'LF1', 'Stop 6', 'LF1', 'Stop 4', 'LF1', 'Stop 4', 'Stop 3', 'LF1', 'Stop 3', 'Stop 2', 'LF1', 'Stop 2', 'Stop 5', 'LF1', 'Stop 5', 'Haul'], ['Haul', 'SWG', 'LF1', 'SWG', 'LF1', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Haul', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Stop 6', 'LF1', 'Haul'], ['Haul', 'SWG', 'LF1', 'Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'SWG', 'LF1', 'Haul']]",10/26/2024,Birmingham HL,"Republic Services of Birmingham, Allied Waste Division",3950 50th Street South West,,Birmingham,AL,35221.0,Pineview Landfill,2730 BRYAN RD,00,DORA,AL,35062.0,1.5979329165692562,63.917316662770304,0.0
1330_6/10/2024,3.575348225994909,118.77169321442761,3.5955794498215594,119.58094216749365,100.0,0.0,8.0,"[['Haul', 'Stop 8', 'LF1', 'Stop 8', 'Stop 7', 'LF1', 'Stop 7', 'Stop 6', 'LF1', 'Stop 6', 'Stop 5', 'LF1', 'Stop 5', 'Stop 4', 'LF1', 'Stop 4', 'Stop 3', 'LF1', 'Stop 3', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Stop 6', 'LF1', 'Stop 6', 'Stop 7', 'LF1', 'Stop 7', 'Stop 8', 'LF1', 'Stop 8', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]",6/10/2024,Arlington HL,Republic Services of Arlington,1212 Harrison Avenue,,Arlington,TX,76011.0,GRAND PRAIRIE,1102 Macarthur Blvd,00,Grand Prairie,TX,75050.0,0.02023122382664999,0.8092489530660316,0.0
5308_10/25/2024,4.078813361885724,137.892476879372,4.116333693971078,139.39329016278612,100.0,0.0,6.0,"[['Haul', 'Stop 5', 'LF1', 'Stop 5', 'Stop 6', 'LF1', 'Stop 6', 'Stop 1', 'LF1', 'Stop 1', 'Stop 4', 'LF1', 'Stop 4', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 1', 'Stop 2', 'LF1', 'Stop 2', 'Stop 3', 'LF1', 'Stop 3', 'Stop 4', 'LF1', 'Stop 4', 'Stop 5', 'LF1', 'Stop 5', 'Stop 6', 'LF1', 'Stop 6', 'Haul'], ['Haul', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'DRT', 'LF1', 'DRT', 'Haul']]",10/25/2024,Arlington HL,Republic Services of Arlington,1212 Harrison Avenue,,Arlington,TX,76011.0,GRAND PRAIRIE,1102 Macarthur Blvd,00,Grand Prairie,TX,75050.0,0.03752033208535366,1.500813283414118,0.0
1831_6/10/2024,4.473174582554325,152.84383266773918,4.473174582554323,152.84383266773918,0.0,100.0,9.0,"[['Haul', 'Stop 1', 'LF1', 'Stop 2', 'LF1', 'Stop 4', 'LF1', 'Stop 5', 'LF1', 'Stop 9', 'LF1', 'Stop 7', 'LF1', 'Stop 6', 'LF1', 'Stop 8', 'LF1', 'Stop 3', 'LF1', 'Haul'], ['Haul', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'Haul']]","[['Haul', 'Stop 1', 'LF1', 'Stop 2', 'LF1', 'Stop 3', 'LF1', 'Stop 4', 'LF1', 'Stop 5', 'LF1', 'Stop 6', 'LF1', 'Stop 7', 'LF1', 'Stop 8', 'LF1', 'Stop 9', 'LF1', 'Haul'], ['Haul', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'SWG', 'LF1', 'Haul']]",6/10/2024,Jackson County HL (Desoto),Midwest Waste,716 Skyline Drive Marion IL 62959,,Marion,IL,62959.0,MT VERNON T/S,1106 RACKAWAY,00,MOUNT VERNON,IL,62864.0,-1.7763568394002505e-15,0.0,1.0
