Route_ID
4340_9/19/2024-50
4607_11/14/2024-400
4226_10/3/2024-800
4226_11/14/2024-800
3049_12/18/2024-991
4361_6/13/2024-997
2170_1/28/2025-628
2335_9/17/2024-802
2241_7/16/2024-800
1335_9/30/2024-802
2340_10/8/2024-688
3308_1/22/2025-794
3833_11/13/2024-732
2612_7/9/2024-400
4335_8/1/2024-802
1308_9/16/2024-794
1335_11/11/2024-802
4212_1/23/2025-260
5220_1/3/2025-800
2214_7/16/2024-260
2308_11/5/2024-794
6346_6/8/2024-802
4335_11/21/2024-802
4304_11/7/2024-427
1340_9/30/2024-50
2318_10/15/2024-794
3241_6/12/2024-800
6346_10/5/2024-802
5225_6/14/2024-224
2219_7/23/2024-800
5329_9/13/2024-794
5340_12/20/2024-50
1318_12/9/2024-794
3361_6/26/2024-997
3212_7/17/2024-260
4601_6/20/2024-742
7300_9/29/2024-654
1049_12/16/2024-991
5220_6/14/2024-800
3775_2/5/2025-744
2219_9/3/2024-800
3335_11/13/2024-802
4308_10/10/2024-794
2341_8/13/2024-859
6041_10/12/2024-603
4318_8/29/2024-794
2244_11/5/2024-800
1326_6/24/2024-794
1335_10/28/2024-802
1343_6/10/2024-688
1312_1/20/2025-794
4330_10/17/2024-794
3049_9/25/2024-991
2158_12/17/2024-757
5255_10/4/2024-800
1049_6/17/2024-991
1311_10/28/2024-794
2319_6/25/2024-820
2049_11/12/2024-991
2226_10/8/2024-800
4335_8/15/2024-802
3335_7/31/2024-802
5170_7/19/2024-628
2264_1/28/2025-800
4244_6/27/2024-800
5614_11/8/2024-742
1244_9/9/2024-800
5226_10/18/2024-800
3335_1/15/2025-802
1340_12/23/2024-50
1049_6/10/2024-991
2329_11/19/2024-794
1260_12/2/2024-800
2244_9/24/2024-800
3248_11/27/2024-800
2049_8/20/2024-991
2335_7/30/2024-802
4335_8/29/2024-802
2319_7/2/2024-820
4335_10/17/2024-802
1340_11/4/2024-50
5220_7/19/2024-800
3325_6/5/2024-50
2322_11/19/2024-802
5170_10/18/2024-628
5335_1/24/2025-802
1049_12/30/2024-991
4603_7/25/2024-743
1340_10/14/2024-50
2246_6/4/2024-800
4335_1/2/2025-802
3308_11/6/2024-794
4335_12/12/2024-802
2335_12/17/2024-802
2308_10/8/2024-794
4335_12/5/2024-802
3833_9/11/2024-732
4049_7/18/2024-991
1232_12/16/2024-693
3308_11/13/2024-794
2349_7/2/2024-794
5335_1/31/2025-802
2335_9/3/2024-802
2255_6/18/2024-800
2246_7/23/2024-800
1335_7/15/2024-802
1335_10/7/2024-802
4330_7/11/2024-794
3327_11/20/2024-794
1310_12/9/2024-688
5170_11/15/2024-628
3335_8/7/2024-802
1335_8/26/2024-802
1246_12/23/2024-800
4330_10/10/2024-794
5340_1/17/2025-50
4330_9/19/2024-794
6346_11/30/2024-802
3614_9/18/2024-742
3833_8/28/2024-732
5212_8/30/2024-260
5170_8/16/2024-628
5361_7/26/2024-997
3743_12/4/2024-744
1335_8/12/2024-802
2244_7/23/2024-800
5332_8/16/2024-794
6324_10/12/2024-802
1244_6/17/2024-800
5329_6/14/2024-794
1335_6/24/2024-802
4341_10/17/2024-50
5340_11/1/2024-50
5246_11/1/2024-800
3244_7/17/2024-800
1335_6/17/2024-802
5335_8/2/2024-802
3361_6/12/2024-997
5316_1/24/2025-794
4831_6/6/2024-732
4335_1/16/2025-802
5308_10/11/2024-794
2335_11/26/2024-802
2335_7/2/2024-802
2916_12/3/2024-535
1256_8/12/2024-800
3335_7/24/2024-802
1311_6/24/2024-794
6346_10/19/2024-802
3170_9/11/2024-628
6346_9/14/2024-802
3313_11/6/2024-688
5340_9/13/2024-50
4253_7/11/2024-800
1343_8/5/2024-688
3335_7/17/2024-802
4203_10/17/2024-260
4345_10/3/2024-802
1422_7/1/2024-66
1340_10/28/2024-50
4335_11/7/2024-802
2338_9/10/2024-50
4340_8/15/2024-50
1340_10/21/2024-50
5335_7/19/2024-802
2330_9/24/2024-794
6346_9/21/2024-802
1318_1/6/2025-794
2318_12/10/2024-794
4335_1/23/2025-802
2364_6/4/2024-794
3335_10/23/2024-802
3219_9/11/2024-800
2302_1/14/2025-802
4340_1/23/2025-50
5354_12/20/2024-794
5170_6/14/2024-628
4226_6/13/2024-800
3226_7/24/2024-800
5229_6/7/2024-694
1335_9/16/2024-802
5335_8/30/2024-802
3332_7/24/2024-794
2332_11/26/2024-794
1343_7/29/2024-688
3335_7/10/2024-802
1244_12/30/2024-800
3741_1/22/2025-744
2781_1/7/2025-744
4308_8/8/2024-794
5340_10/18/2024-50
6346_7/13/2024-802
2214_7/9/2024-260
4335_9/19/2024-802
5220_11/15/2024-800
6346_6/22/2024-802
2335_12/24/2024-802
3226_2/5/2025-800
2335_9/24/2024-802
1330_9/9/2024-794
2335_11/5/2024-802
3170_9/5/2024-628
3335_1/29/2025-802
3335_10/30/2024-802
3299_7/3/2024-693
3335_8/21/2024-802
1335_11/25/2024-802
4165_9/6/2024-46
3308_11/27/2024-794
2244_12/17/2024-800
1601_7/1/2024-742
3335_9/4/2024-802
4402_11/14/2024-165
1335_11/4/2024-802
4256_8/15/2024-800
3318_1/29/2025-794
3831_6/5/2024-732
1244_12/2/2024-800
1049_8/5/2024-991
4244_11/14/2024-800
2219_6/4/2024-800
2317_7/9/2024-794
1308_9/30/2024-794
6346_1/25/2025-802
3253_7/31/2024-800
2612_12/3/2024-400
4361_6/20/2024-997
1219_9/9/2024-800
3335_12/18/2024-802
1361_7/22/2024-997
4244_9/26/2024-800
1308_12/2/2024-794
3049_1/23/2025-991
4335_12/19/2024-802
1335_12/9/2024-802
1247_1/27/2025-800
5318_8/2/2024-794
5335_10/18/2024-802
1343_7/15/2024-688
1249_1/6/2025-800
2319_7/9/2024-820
1244_7/8/2024-800
2335_1/21/2025-802
6346_8/3/2024-802
4308_9/26/2024-794
1308_10/28/2024-794
3170_2/5/2025-628
3256_12/4/2024-800
5225_5/31/2024-224
5335_12/27/2024-802
4335_10/31/2024-802
3620_1/8/2025-400
2335_8/6/2024-802
3316_11/6/2024-794
4335_8/22/2024-802
5049_10/4/2024-991
2335_6/25/2024-802
6346_8/31/2024-802
5230_7/26/2024-800
3775_1/22/2025-744
1335_7/1/2024-802
4340_11/7/2024-50
5343_6/21/2024-50
5335_5/31/2024-802
5225_7/26/2024-224
3343_8/14/2024-688
5308_11/15/2024-794
5244_9/20/2024-800
5317_9/20/2024-794
5340_12/6/2024-50
5241_6/14/2024-800
3335_10/16/2024-802
6346_12/14/2024-802
1049_2/3/2025-991
1660_1/7/2025-410
4335_6/6/2024-802
1308_10/7/2024-794
2301_1/14/2025-50
2335_12/10/2024-802
3203_10/16/2024-260
5244_7/19/2024-800
5364_6/14/2024-794
3248_12/11/2024-800
5227_8/23/2024-800
4219_6/27/2024-800
4335_8/8/2024-802
2311_6/18/2024-794
3308_10/23/2024-794
3254_10/30/2024-800
2244_12/10/2024-800
3340_10/23/2024-50
4308_10/3/2024-794
4335_6/13/2024-802
1425_8/12/2024-66
2319_6/4/2024-820
2249_8/13/2024-800
1340_12/2/2024-50
2308_11/26/2024-794
2335_7/9/2024-802
5302_6/21/2024-802
1255_1/27/2025-800
3335_6/26/2024-802
2335_10/1/2024-802
3335_6/12/2024-802
2318_8/20/2024-794
5335_11/1/2024-802
1335_1/27/2025-802
2335_6/4/2024-802
3340_1/9/2025-50
1833_8/26/2024-732
2743_8/20/2024-744
3605_6/5/2024-726
4241_8/1/2024-800
4340_9/12/2024-50
4226_7/11/2024-800
5335_6/7/2024-802
2335_2/4/2025-802
1335_12/30/2024-802
4318_10/17/2024-794
3332_8/28/2024-794
5340_1/4/2025-50
6346_11/23/2024-802
5247_10/4/2024-800
4364_8/8/2024-794
5330_6/14/2024-794
1343_7/22/2024-688
2338_12/3/2024-794
1306_1/27/2025-688
1652_7/1/2024-615
1219_10/28/2024-800
2335_11/12/2024-802
1340_8/26/2024-50
5335_10/11/2024-802
5335_12/13/2024-802
2226_12/17/2024-800
1343_7/1/2024-688
1308_12/16/2024-794
2335_12/31/2024-802
2335_7/16/2024-802
5335_9/27/2024-802
2256_12/17/2024-800
6346_6/1/2024-802
4335_6/27/2024-802
4308_12/5/2024-794
5335_1/3/2025-802
2244_1/28/2025-800
5246_9/27/2024-800
4340_8/22/2024-50
1335_12/23/2024-802
2335_1/7/2025-802
1049_7/29/2024-991
3328_9/11/2024-802
5335_11/29/2024-802
5335_8/9/2024-802
1225_7/15/2024-224
4308_12/19/2024-794
3335_10/2/2024-802
6346_9/7/2024-802
5170_10/25/2024-628
5214_7/5/2024-260
5833_9/13/2024-732
4340_10/10/2024-50
4226_9/12/2024-800
3335_12/11/2024-802
4242_12/5/2024-800
4244_6/20/2024-800
3340_10/16/2024-50
3317_10/30/2024-794
5341_12/6/2024-794
2212_8/13/2024-260
5601_8/16/2024-742
2335_10/8/2024-802
2150_1/28/2025-46
3249_2/5/2025-800
5220_12/20/2024-800
4330_11/14/2024-794
2340_12/24/2024-50
3353_12/4/2024-794
1318_11/25/2024-794
2335_8/27/2024-802
3335_6/5/2024-802
4216_8/15/2024-800
3049_11/20/2024-991
6346_6/29/2024-802
4335_9/26/2024-802
3049_12/4/2024-991
5318_11/8/2024-794
3249_11/6/2024-800
3335_8/28/2024-802
3335_10/9/2024-802
2335_6/11/2024-802
6346_11/16/2024-802
2317_12/3/2024-794
1330_6/10/2024-794
4319_6/20/2024-820
3332_8/14/2024-794
5244_10/18/2024-800
1049_11/25/2024-991
1318_1/27/2025-794
3340_12/11/2024-50
2335_1/28/2025-802
6346_9/28/2024-802
3340_7/31/2024-50
1833_9/16/2024-732
2212_9/3/2024-260
5318_8/30/2024-794
6346_12/21/2024-802
3317_9/11/2024-794
2318_6/25/2024-794
1335_7/8/2024-802
5320_9/13/2024-794
4319_6/13/2024-820
